,Version,Test,Dataset,Variable,Response Time (s)
11,3.10.5,virtual mooring,giops_day,magwatervel,3.2166
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.3214
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.5449
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.0726
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,11.1697
16,3.10.5,transect,giops_day,votemper,9.1138
17,3.10.5,transect,giops_day,vosaline,8.6767
18,3.10.5,transect,giops_day,sspeed,8.5698
19,3.10.5,transect,giops_day,magwatervel,8.3263
20,3.10.5,transect,riops_fc_3dps,votemper,10.215
21,3.10.5,transect,riops_fc_3dps,vosaline,10.2782
22,3.10.5,transect,riops_fc_3dps,sspeed,11.5488
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.827
24,3.10.5,hovmoller,giops_day,votemper,6.1597
25,3.10.5,hovmoller,giops_day,vosaline,7.5624
26,3.10.5,hovmoller,giops_day,sspeed,6.7146
27,3.10.5,hovmoller,giops_day,magwatervel,7.3349
28,3.10.5,hovmoller,riops_fc_3dps,votemper,9.8712
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.4952
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,13.942
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,18.0531
32,3.10.5,area,giops_day,votemper,4.8222
33,3.10.5,area,giops_day,vosaline,4.3627
34,3.10.5,area,giops_day,sspeed,4.2955
35,3.10.5,area,giops_day,magwatervel,4.2716
37,3.10.5,area,riops_fc_3dps,votemper,8.3293
38,3.10.5,area,riops_fc_3dps,vosaline,8.212
39,3.10.5,area,riops_fc_3dps,sspeed,8.7656
40,3.10.5,area,riops_fc_3dps,magwatervel,8.1571
41,3.10.5,subset,giops_day,votemper,0.7693
42,3.10.5,subset,riops_fc_3dps,votemper,2.0761
0,3.10.5,profile,giops_day,votemper,1.6028
1,3.10.5,profile,giops_day,vosaline,1.6872
2,3.10.5,profile,giops_day,sspeed,1.807
3,3.10.5,profile,giops_day,magwatervel,2.6304
4,3.10.5,profile,riops_fc_3dps,votemper,2.6075
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5027
6,3.10.5,profile,riops_fc_3dps,sspeed,3.2062
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.4266
8,3.10.5,virtual mooring,giops_day,votemper,1.7118
9,3.10.5,virtual mooring,giops_day,vosaline,1.6198
10,3.10.5,virtual mooring,giops_day,sspeed,2.1129
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1477
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.4318
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.7437
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.2877
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.0796
16,3.10.5,transect,giops_day,votemper,8.9838
17,3.10.5,transect,giops_day,vosaline,8.8487
18,3.10.5,transect,giops_day,sspeed,9.1613
19,3.10.5,transect,giops_day,magwatervel,8.6793
20,3.10.5,transect,riops_fc_3dps,votemper,10.1753
21,3.10.5,transect,riops_fc_3dps,vosaline,10.1333
22,3.10.5,transect,riops_fc_3dps,sspeed,11.8707
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.3931
24,3.10.5,hovmoller,giops_day,votemper,6.1135
25,3.10.5,hovmoller,giops_day,vosaline,5.8743
26,3.10.5,hovmoller,giops_day,sspeed,7.3183
27,3.10.5,hovmoller,giops_day,magwatervel,7.6331
28,3.10.5,hovmoller,riops_fc_3dps,votemper,11.2316
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.809
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.9071
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.201
32,3.10.5,area,giops_day,votemper,4.1533
33,3.10.5,area,giops_day,vosaline,4.3339
34,3.10.5,area,giops_day,sspeed,4.2204
35,3.10.5,area,giops_day,magwatervel,3.9928
37,3.10.5,area,riops_fc_3dps,votemper,7.8884
38,3.10.5,area,riops_fc_3dps,vosaline,8.1356
39,3.10.5,area,riops_fc_3dps,sspeed,9.1644
40,3.10.5,area,riops_fc_3dps,magwatervel,7.4293
41,3.10.5,subset,giops_day,votemper,0.7387
42,3.10.5,subset,riops_fc_3dps,votemper,1.8782
0,3.10.5,profile,giops_day,votemper,1.6537
1,3.10.5,profile,giops_day,vosaline,1.6725
2,3.10.5,profile,giops_day,sspeed,1.729
3,3.10.5,profile,giops_day,magwatervel,1.9191
4,3.10.5,profile,riops_fc_3dps,votemper,2.6777
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5351
6,3.10.5,profile,riops_fc_3dps,sspeed,3.6288
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.6643
8,3.10.5,virtual mooring,giops_day,votemper,1.7143
9,3.10.5,virtual mooring,giops_day,vosaline,1.6705
10,3.10.5,virtual mooring,giops_day,sspeed,2.2063
11,3.10.5,virtual mooring,giops_day,magwatervel,3.137
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.0938
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.3759
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.2713
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,11.134
16,3.10.5,transect,giops_day,votemper,8.8797
17,3.10.5,transect,giops_day,vosaline,8.518
18,3.10.5,transect,giops_day,sspeed,8.5711
19,3.10.5,transect,giops_day,magwatervel,8.8894
20,3.10.5,transect,riops_fc_3dps,votemper,10.0961
21,3.10.5,transect,riops_fc_3dps,vosaline,10.1807
22,3.10.5,transect,riops_fc_3dps,sspeed,12.2622
23,3.10.5,transect,riops_fc_3dps,magwatervel,12.033
24,3.10.5,hovmoller,giops_day,votemper,6.4827
25,3.10.5,hovmoller,giops_day,vosaline,7.1011
26,3.10.5,hovmoller,giops_day,sspeed,7.1043
27,3.10.5,hovmoller,giops_day,magwatervel,7.6534
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.5174
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.04
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.6203
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.5475
32,3.10.5,area,giops_day,votemper,4.2059
33,3.10.5,area,giops_day,vosaline,4.1596
34,3.10.5,area,giops_day,sspeed,4.1879
35,3.10.5,area,giops_day,magwatervel,4.3014
37,3.10.5,area,riops_fc_3dps,votemper,8.6667
38,3.10.5,area,riops_fc_3dps,vosaline,8.4288
39,3.10.5,area,riops_fc_3dps,sspeed,9.2396
40,3.10.5,area,riops_fc_3dps,magwatervel,8.1801
41,3.10.5,subset,giops_day,votemper,0.8261
42,3.10.5,subset,riops_fc_3dps,votemper,2.1456
0,3.10.5,profile,giops_day,votemper,2.0955
1,3.10.5,profile,giops_day,vosaline,1.6939
2,3.10.5,profile,giops_day,sspeed,1.7472
3,3.10.5,profile,giops_day,magwatervel,1.8992
4,3.10.5,profile,riops_fc_3dps,votemper,2.4545
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5685
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1571
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.3942
8,3.10.5,virtual mooring,giops_day,votemper,1.7041
9,3.10.5,virtual mooring,giops_day,vosaline,1.5542
10,3.10.5,virtual mooring,giops_day,sspeed,2.0752
11,3.10.5,virtual mooring,giops_day,magwatervel,2.9984
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.7564
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.5558
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.7251
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,9.9868
16,3.10.5,transect,giops_day,votemper,9.5709
17,3.10.5,transect,giops_day,vosaline,8.3069
18,3.10.5,transect,giops_day,sspeed,8.5375
19,3.10.5,transect,giops_day,magwatervel,8.652
20,3.10.5,transect,riops_fc_3dps,votemper,9.8126
21,3.10.5,transect,riops_fc_3dps,vosaline,10.4411
22,3.10.5,transect,riops_fc_3dps,sspeed,11.3402
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.5835
24,3.10.5,hovmoller,giops_day,votemper,6.443
25,3.10.5,hovmoller,giops_day,vosaline,6.2596
26,3.10.5,hovmoller,giops_day,sspeed,6.9942
27,3.10.5,hovmoller,giops_day,magwatervel,7.7307
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.3901
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.6276
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,15.1545
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.8051
32,3.10.5,area,giops_day,votemper,4.3497
33,3.10.5,area,giops_day,vosaline,4.0366
34,3.10.5,area,giops_day,sspeed,4.4089
35,3.10.5,area,giops_day,magwatervel,3.9231
37,3.10.5,area,riops_fc_3dps,votemper,8.1662
38,3.10.5,area,riops_fc_3dps,vosaline,8.4092
39,3.10.5,area,riops_fc_3dps,sspeed,9.0456
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5962
41,3.10.5,subset,giops_day,votemper,0.834
42,3.10.5,subset,riops_fc_3dps,votemper,1.8361
0,3.10.5,profile,giops_day,votemper,1.5704
1,3.10.5,profile,giops_day,vosaline,1.755
2,3.10.5,profile,giops_day,sspeed,1.7765
3,3.10.5,profile,giops_day,magwatervel,1.9245
4,3.10.5,profile,riops_fc_3dps,votemper,2.5192
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4036
6,3.10.5,profile,riops_fc_3dps,sspeed,3.6306
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.4966
8,3.10.5,virtual mooring,giops_day,votemper,1.7069
9,3.10.5,virtual mooring,giops_day,vosaline,1.6689
10,3.10.5,virtual mooring,giops_day,sspeed,2.1398
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0419
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.5205
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.1165
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,7.7524
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.9939
16,3.10.5,transect,giops_day,votemper,9.5404
17,3.10.5,transect,giops_day,vosaline,8.6491
18,3.10.5,transect,giops_day,sspeed,11.3013
19,3.10.5,transect,giops_day,magwatervel,8.7517
20,3.10.5,transect,riops_fc_3dps,votemper,9.8216
21,3.10.5,transect,riops_fc_3dps,vosaline,9.7818
22,3.10.5,transect,riops_fc_3dps,sspeed,11.5692
23,3.10.5,transect,riops_fc_3dps,magwatervel,13.4096
24,3.10.5,hovmoller,giops_day,votemper,6.6322
25,3.10.5,hovmoller,giops_day,vosaline,6.7765
26,3.10.5,hovmoller,giops_day,sspeed,7.0497
27,3.10.5,hovmoller,giops_day,magwatervel,7.219
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.8101
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.5404
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,13.7574
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.433
32,3.10.5,area,giops_day,votemper,4.1807
33,3.10.5,area,giops_day,vosaline,4.1727
34,3.10.5,area,giops_day,sspeed,3.9796
35,3.10.5,area,giops_day,magwatervel,4.0178
37,3.10.5,area,riops_fc_3dps,votemper,8.2816
38,3.10.5,area,riops_fc_3dps,vosaline,7.839
39,3.10.5,area,riops_fc_3dps,sspeed,8.2388
40,3.10.5,area,riops_fc_3dps,magwatervel,7.6821
41,3.10.5,subset,giops_day,votemper,1.0259
42,3.10.5,subset,riops_fc_3dps,votemper,1.7141
0,3.10.5,profile,giops_day,votemper,1.7247
1,3.10.5,profile,giops_day,vosaline,1.7066
2,3.10.5,profile,giops_day,sspeed,1.776
3,3.10.5,profile,giops_day,magwatervel,1.9541
4,3.10.5,profile,riops_fc_3dps,votemper,2.6785
5,3.10.5,profile,riops_fc_3dps,vosaline,2.6042
6,3.10.5,profile,riops_fc_3dps,sspeed,3.2763
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.5333
8,3.10.5,virtual mooring,giops_day,votemper,1.7059
9,3.10.5,virtual mooring,giops_day,vosaline,1.6312
10,3.10.5,virtual mooring,giops_day,sspeed,2.2218
11,3.10.5,virtual mooring,giops_day,magwatervel,2.971
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.8812
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.2398
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.608
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.2973
16,3.10.5,transect,giops_day,votemper,8.6973
17,3.10.5,transect,giops_day,vosaline,8.3223
18,3.10.5,transect,giops_day,sspeed,9.0255
19,3.10.5,transect,giops_day,magwatervel,8.7463
20,3.10.5,transect,riops_fc_3dps,votemper,10.1037
21,3.10.5,transect,riops_fc_3dps,vosaline,10.2588
22,3.10.5,transect,riops_fc_3dps,sspeed,12.0924
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.5311
24,3.10.5,hovmoller,giops_day,votemper,6.2909
25,3.10.5,hovmoller,giops_day,vosaline,6.0579
26,3.10.5,hovmoller,giops_day,sspeed,6.9317
27,3.10.5,hovmoller,giops_day,magwatervel,7.1946
28,3.10.5,hovmoller,riops_fc_3dps,votemper,9.7095
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.2859
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,15.0739
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.1919
32,3.10.5,area,giops_day,votemper,4.3609
33,3.10.5,area,giops_day,vosaline,4.1822
34,3.10.5,area,giops_day,sspeed,4.5554
35,3.10.5,area,giops_day,magwatervel,4.2955
37,3.10.5,area,riops_fc_3dps,votemper,8.0892
38,3.10.5,area,riops_fc_3dps,vosaline,8.3152
39,3.10.5,area,riops_fc_3dps,sspeed,8.2136
40,3.10.5,area,riops_fc_3dps,magwatervel,8.1629
41,3.10.5,subset,giops_day,votemper,0.7601
42,3.10.5,subset,riops_fc_3dps,votemper,2.1008
0,3.10.5,profile,giops_day,votemper,1.6029
1,3.10.5,profile,giops_day,vosaline,1.5704
2,3.10.5,profile,giops_day,sspeed,1.7202
3,3.10.5,profile,giops_day,magwatervel,1.9007
4,3.10.5,profile,riops_fc_3dps,votemper,2.4889
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4091
6,3.10.5,profile,riops_fc_3dps,sspeed,3.3768
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.5268
8,3.10.5,virtual mooring,giops_day,votemper,1.6779
9,3.10.5,virtual mooring,giops_day,vosaline,1.6262
10,3.10.5,virtual mooring,giops_day,sspeed,2.335
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1478
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.16
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.9635
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,9.544
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.7852
16,3.10.5,transect,giops_day,votemper,8.9064
17,3.10.5,transect,giops_day,vosaline,8.3205
18,3.10.5,transect,giops_day,sspeed,8.7348
19,3.10.5,transect,giops_day,magwatervel,8.7519
20,3.10.5,transect,riops_fc_3dps,votemper,10.1993
21,3.10.5,transect,riops_fc_3dps,vosaline,9.8461
22,3.10.5,transect,riops_fc_3dps,sspeed,11.1571
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.3615
24,3.10.5,hovmoller,giops_day,votemper,6.6485
25,3.10.5,hovmoller,giops_day,vosaline,6.4531
26,3.10.5,hovmoller,giops_day,sspeed,7.4503
27,3.10.5,hovmoller,giops_day,magwatervel,9.3037
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.1584
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.8311
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,16.2496
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.6786
32,3.10.5,area,giops_day,votemper,4.8599
33,3.10.5,area,giops_day,vosaline,3.9628
34,3.10.5,area,giops_day,sspeed,4.4317
35,3.10.5,area,giops_day,magwatervel,4.3202
37,3.10.5,area,riops_fc_3dps,votemper,8.519
38,3.10.5,area,riops_fc_3dps,vosaline,7.7563
39,3.10.5,area,riops_fc_3dps,sspeed,8.2918
40,3.10.5,area,riops_fc_3dps,magwatervel,7.7969
41,3.10.5,subset,giops_day,votemper,0.774
42,3.10.5,subset,riops_fc_3dps,votemper,2.0684
0,3.10.5,profile,giops_day,votemper,1.6601
1,3.10.5,profile,giops_day,vosaline,1.6771
2,3.10.5,profile,giops_day,sspeed,1.7812
3,3.10.5,profile,giops_day,magwatervel,1.977
4,3.10.5,profile,riops_fc_3dps,votemper,2.4272
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5124
6,3.10.5,profile,riops_fc_3dps,sspeed,3.2326
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.7733
8,3.10.5,virtual mooring,giops_day,votemper,1.644
9,3.10.5,virtual mooring,giops_day,vosaline,1.6432
10,3.10.5,virtual mooring,giops_day,sspeed,2.2465
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0815
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.3547
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.0602
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.1531
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.0191
16,3.10.5,transect,giops_day,votemper,9.8551
17,3.10.5,transect,giops_day,vosaline,8.4301
18,3.10.5,transect,giops_day,sspeed,9.2246
19,3.10.5,transect,giops_day,magwatervel,8.7967
20,3.10.5,transect,riops_fc_3dps,votemper,9.9223
21,3.10.5,transect,riops_fc_3dps,vosaline,10.0364
22,3.10.5,transect,riops_fc_3dps,sspeed,11.6409
23,3.10.5,transect,riops_fc_3dps,magwatervel,12.2701
24,3.10.5,hovmoller,giops_day,votemper,6.3993
25,3.10.5,hovmoller,giops_day,vosaline,6.3252
26,3.10.5,hovmoller,giops_day,sspeed,7.962
27,3.10.5,hovmoller,giops_day,magwatervel,7.2486
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.6199
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.0805
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.3656
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.923
32,3.10.5,area,giops_day,votemper,4.2352
33,3.10.5,area,giops_day,vosaline,4.3713
34,3.10.5,area,giops_day,sspeed,4.5296
35,3.10.5,area,giops_day,magwatervel,4.4818
37,3.10.5,area,riops_fc_3dps,votemper,8.3744
38,3.10.5,area,riops_fc_3dps,vosaline,8.5116
39,3.10.5,area,riops_fc_3dps,sspeed,8.6702
40,3.10.5,area,riops_fc_3dps,magwatervel,7.8337
41,3.10.5,subset,giops_day,votemper,0.8184
42,3.10.5,subset,riops_fc_3dps,votemper,1.8415
0,3.10.5,profile,giops_day,votemper,1.7057
1,3.10.5,profile,giops_day,vosaline,1.7524
2,3.10.5,profile,giops_day,sspeed,1.7816
3,3.10.5,profile,giops_day,magwatervel,1.9031
4,3.10.5,profile,riops_fc_3dps,votemper,2.6086
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5761
6,3.10.5,profile,riops_fc_3dps,sspeed,3.7737
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.5017
8,3.10.5,virtual mooring,giops_day,votemper,1.6926
9,3.10.5,virtual mooring,giops_day,vosaline,1.657
10,3.10.5,virtual mooring,giops_day,sspeed,2.3438
11,3.10.5,virtual mooring,giops_day,magwatervel,3.2464
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.7345
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.1149
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.2918
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.9791
16,3.10.5,transect,giops_day,votemper,8.9191
17,3.10.5,transect,giops_day,vosaline,8.2912
18,3.10.5,transect,giops_day,sspeed,8.622
19,3.10.5,transect,giops_day,magwatervel,8.9107
20,3.10.5,transect,riops_fc_3dps,votemper,9.6945
21,3.10.5,transect,riops_fc_3dps,vosaline,10.0768
22,3.10.5,transect,riops_fc_3dps,sspeed,11.2196
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.6275
24,3.10.5,hovmoller,giops_day,votemper,6.3503
25,3.10.5,hovmoller,giops_day,vosaline,6.4292
26,3.10.5,hovmoller,giops_day,sspeed,7.0857
27,3.10.5,hovmoller,giops_day,magwatervel,7.3002
28,3.10.5,hovmoller,riops_fc_3dps,votemper,9.708
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.6872
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.0888
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.0108
32,3.10.5,area,giops_day,votemper,4.069
33,3.10.5,area,giops_day,vosaline,4.3697
34,3.10.5,area,giops_day,sspeed,4.158
35,3.10.5,area,giops_day,magwatervel,3.9754
37,3.10.5,area,riops_fc_3dps,votemper,8.4792
38,3.10.5,area,riops_fc_3dps,vosaline,8.0333
39,3.10.5,area,riops_fc_3dps,sspeed,9.7228
40,3.10.5,area,riops_fc_3dps,magwatervel,7.3174
41,3.10.5,subset,giops_day,votemper,0.7537
42,3.10.5,subset,riops_fc_3dps,votemper,2.0206
0,3.10.5,profile,giops_day,votemper,1.6307
1,3.10.5,profile,giops_day,vosaline,1.6633
2,3.10.5,profile,giops_day,sspeed,1.7367
3,3.10.5,profile,giops_day,magwatervel,2.1843
4,3.10.5,profile,riops_fc_3dps,votemper,2.5688
5,3.10.5,profile,riops_fc_3dps,vosaline,2.7233
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1751
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.3486
8,3.10.5,virtual mooring,giops_day,votemper,1.7206
9,3.10.5,virtual mooring,giops_day,vosaline,1.5581
10,3.10.5,virtual mooring,giops_day,sspeed,2.1862
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0787
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.8467
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.2561
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,9.6823
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,9.8113
16,3.10.5,transect,giops_day,votemper,8.5336
17,3.10.5,transect,giops_day,vosaline,8.1816
18,3.10.5,transect,giops_day,sspeed,8.6916
19,3.10.5,transect,giops_day,magwatervel,8.6538
20,3.10.5,transect,riops_fc_3dps,votemper,10.1221
21,3.10.5,transect,riops_fc_3dps,vosaline,10.0583
22,3.10.5,transect,riops_fc_3dps,sspeed,11.4355
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.7958
24,3.10.5,hovmoller,giops_day,votemper,6.3975
25,3.10.5,hovmoller,giops_day,vosaline,6.4562
26,3.10.5,hovmoller,giops_day,sspeed,7.3325
27,3.10.5,hovmoller,giops_day,magwatervel,7.5572
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.7787
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.2452
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.1684
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.2856
32,3.10.5,area,giops_day,votemper,4.2195
33,3.10.5,area,giops_day,vosaline,4.4393
34,3.10.5,area,giops_day,sspeed,4.2618
35,3.10.5,area,giops_day,magwatervel,4.2326
37,3.10.5,area,riops_fc_3dps,votemper,8.1892
38,3.10.5,area,riops_fc_3dps,vosaline,7.9464
39,3.10.5,area,riops_fc_3dps,sspeed,8.7476
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5909
41,3.10.5,subset,giops_day,votemper,0.6758
42,3.10.5,subset,riops_fc_3dps,votemper,1.7931
0,3.12.0,profile,giops_day,votemper,1.5642
1,3.12.0,profile,giops_day,vosaline,1.5735
2,3.12.0,profile,giops_day,sspeed,1.7298
3,3.12.0,profile,giops_day,magwatervel,2.0012
4,3.12.0,profile,riops_fc_3dps,votemper,2.3014
5,3.12.0,profile,riops_fc_3dps,vosaline,2.363
6,3.12.0,profile,riops_fc_3dps,sspeed,3.1682
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.516
8,3.12.0,virtual mooring,giops_day,votemper,1.7799
9,3.12.0,virtual mooring,giops_day,vosaline,1.703
10,3.12.0,virtual mooring,giops_day,sspeed,2.1878
11,3.12.0,virtual mooring,giops_day,magwatervel,3.2422
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.582
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.1837
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.6759
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,9.8833
16,3.12.0,transect,giops_day,votemper,8.6937
17,3.12.0,transect,giops_day,vosaline,8.8655
18,3.12.0,transect,giops_day,sspeed,8.7333
19,3.12.0,transect,giops_day,magwatervel,9.5964
20,3.12.0,transect,riops_fc_3dps,votemper,9.6666
21,3.12.0,transect,riops_fc_3dps,vosaline,9.8616
22,3.12.0,transect,riops_fc_3dps,sspeed,11.8618
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.9263
24,3.12.0,hovmoller,giops_day,votemper,6.7795
25,3.12.0,hovmoller,giops_day,vosaline,6.6282
26,3.12.0,hovmoller,giops_day,sspeed,7.0858
27,3.12.0,hovmoller,giops_day,magwatervel,7.669
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.0563
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.4006
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,14.4264
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.8563
32,3.12.0,area,giops_day,votemper,4.6816
33,3.12.0,area,giops_day,vosaline,4.9228
34,3.12.0,area,giops_day,sspeed,4.9276
35,3.12.0,area,giops_day,magwatervel,4.5182
37,3.12.0,area,riops_fc_3dps,votemper,8.4028
38,3.12.0,area,riops_fc_3dps,vosaline,8.2616
39,3.12.0,area,riops_fc_3dps,sspeed,8.7868
40,3.12.0,area,riops_fc_3dps,magwatervel,7.89
41,3.12.0,subset,giops_day,votemper,0.7588
42,3.12.0,subset,riops_fc_3dps,votemper,1.8708
0,3.12.0,profile,giops_day,votemper,1.6175
1,3.12.0,profile,giops_day,vosaline,1.4607
2,3.12.0,profile,giops_day,sspeed,1.7691
3,3.12.0,profile,giops_day,magwatervel,1.9548
4,3.12.0,profile,riops_fc_3dps,votemper,2.4008
5,3.12.0,profile,riops_fc_3dps,vosaline,2.2942
6,3.12.0,profile,riops_fc_3dps,sspeed,3.2679
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.3432
8,3.12.0,virtual mooring,giops_day,votemper,1.8429
9,3.12.0,virtual mooring,giops_day,vosaline,1.6729
10,3.12.0,virtual mooring,giops_day,sspeed,2.2596
11,3.12.0,virtual mooring,giops_day,magwatervel,3.3399
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,5.0363
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.8416
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,9.0796
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.8799
16,3.12.0,transect,giops_day,votemper,8.8798
17,3.12.0,transect,giops_day,vosaline,8.288
18,3.12.0,transect,giops_day,sspeed,9.0199
19,3.12.0,transect,giops_day,magwatervel,8.7306
20,3.12.0,transect,riops_fc_3dps,votemper,10.73
