,Version,Test,Dataset,Variable,Response Time (s)
42,3.10.5,subset,riops_fc_3dps,votemper,2.0464
0,3.10.5,profile,giops_day,votemper,2.1677
1,3.10.5,profile,giops_day,vosaline,1.9068
2,3.10.5,profile,giops_day,sspeed,1.9383
3,3.10.5,profile,giops_day,magwatervel,3.1077
4,3.10.5,profile,riops_fc_3dps,votemper,5.0885
5,3.10.5,profile,riops_fc_3dps,vosaline,3.6485
6,3.10.5,profile,riops_fc_3dps,sspeed,4.0806
7,3.10.5,profile,riops_fc_3dps,magwatervel,5.8578
8,3.10.5,virtual mooring,giops_day,votemper,3.7555
9,3.10.5,virtual mooring,giops_day,vosaline,3.1763
10,3.10.5,virtual mooring,giops_day,sspeed,2.1279
11,3.10.5,virtual mooring,giops_day,magwatervel,7.8842
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,10.2642
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,11.0271
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,13.0653
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,25.2844
16,3.10.5,transect,giops_day,votemper,12.3883
17,3.10.5,transect,giops_day,vosaline,14.9335
18,3.10.5,transect,giops_day,sspeed,14.1468
19,3.10.5,transect,giops_day,magwatervel,13.3323
20,3.10.5,transect,riops_fc_3dps,votemper,15.7504
21,3.10.5,transect,riops_fc_3dps,vosaline,13.577
22,3.10.5,transect,riops_fc_3dps,sspeed,14.2315
23,3.10.5,transect,riops_fc_3dps,magwatervel,15.6139
24,3.10.5,hovmoller,giops_day,votemper,9.7586
25,3.10.5,hovmoller,giops_day,vosaline,9.6676
26,3.10.5,hovmoller,giops_day,sspeed,10.0775
27,3.10.5,hovmoller,giops_day,magwatervel,10.1348
28,3.10.5,hovmoller,riops_fc_3dps,votemper,14.5735
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,16.0746
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,18.551
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,23.3269
32,3.10.5,area,giops_day,votemper,4.3388
33,3.10.5,area,giops_day,vosaline,4.1002
34,3.10.5,area,giops_day,sspeed,4.2804
35,3.10.5,area,giops_day,magwatervel,4.4532
37,3.10.5,area,riops_fc_3dps,votemper,10.0335
38,3.10.5,area,riops_fc_3dps,vosaline,8.8323
39,3.10.5,area,riops_fc_3dps,sspeed,9.6477
40,3.10.5,area,riops_fc_3dps,magwatervel,8.9931
41,3.10.5,subset,giops_day,votemper,0.8477
42,3.10.5,subset,riops_fc_3dps,votemper,2.3351
0,3.10.5,profile,giops_day,votemper,1.5251
1,3.10.5,profile,giops_day,vosaline,1.6438
2,3.10.5,profile,giops_day,sspeed,1.7786
3,3.10.5,profile,giops_day,magwatervel,1.87
4,3.10.5,profile,riops_fc_3dps,votemper,2.5536
5,3.10.5,profile,riops_fc_3dps,vosaline,2.8196
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1613
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.5135
8,3.10.5,virtual mooring,giops_day,votemper,1.5986
9,3.10.5,virtual mooring,giops_day,vosaline,1.5876
10,3.10.5,virtual mooring,giops_day,sspeed,2.1708
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0363
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.7617
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.4016
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,10.1021
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,11.2371
16,3.10.5,transect,giops_day,votemper,9.3673
17,3.10.5,transect,giops_day,vosaline,8.5949
18,3.10.5,transect,giops_day,sspeed,8.6488
19,3.10.5,transect,giops_day,magwatervel,8.8537
20,3.10.5,transect,riops_fc_3dps,votemper,10.1367
21,3.10.5,transect,riops_fc_3dps,vosaline,9.8592
22,3.10.5,transect,riops_fc_3dps,sspeed,11.3805
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.585
24,3.10.5,hovmoller,giops_day,votemper,6.2779
25,3.10.5,hovmoller,giops_day,vosaline,6.2374
26,3.10.5,hovmoller,giops_day,sspeed,6.8013
27,3.10.5,hovmoller,giops_day,magwatervel,7.3944
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.0909
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,12.7968
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,13.7961
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.0292
32,3.10.5,area,giops_day,votemper,4.3353
33,3.10.5,area,giops_day,vosaline,4.2563
34,3.10.5,area,giops_day,sspeed,4.2142
35,3.10.5,area,giops_day,magwatervel,4.2387
37,3.10.5,area,riops_fc_3dps,votemper,8.6562
38,3.10.5,area,riops_fc_3dps,vosaline,8.2802
39,3.10.5,area,riops_fc_3dps,sspeed,8.7452
40,3.10.5,area,riops_fc_3dps,magwatervel,7.9543
41,3.10.5,subset,giops_day,votemper,0.7734
42,3.10.5,subset,riops_fc_3dps,votemper,2.0223
0,3.10.5,profile,giops_day,votemper,1.6721
1,3.10.5,profile,giops_day,vosaline,1.6334
2,3.10.5,profile,giops_day,sspeed,1.7779
3,3.10.5,profile,giops_day,magwatervel,1.9751
4,3.10.5,profile,riops_fc_3dps,votemper,2.4602
5,3.10.5,profile,riops_fc_3dps,vosaline,3.1269
6,3.10.5,profile,riops_fc_3dps,sspeed,3.4171
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.3207
8,3.10.5,virtual mooring,giops_day,votemper,1.6241
9,3.10.5,virtual mooring,giops_day,vosaline,1.5831
10,3.10.5,virtual mooring,giops_day,sspeed,2.099
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0419
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.5355
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.045
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.1807
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,9.9849
16,3.10.5,transect,giops_day,votemper,9.0522
17,3.10.5,transect,giops_day,vosaline,9.1453
18,3.10.5,transect,giops_day,sspeed,8.4953
19,3.10.5,transect,giops_day,magwatervel,8.6568
20,3.10.5,transect,riops_fc_3dps,votemper,10.0098
21,3.10.5,transect,riops_fc_3dps,vosaline,10.035
22,3.10.5,transect,riops_fc_3dps,sspeed,11.94
23,3.10.5,transect,riops_fc_3dps,magwatervel,12.0637
24,3.10.5,hovmoller,giops_day,votemper,6.4159
25,3.10.5,hovmoller,giops_day,vosaline,6.2858
26,3.10.5,hovmoller,giops_day,sspeed,7.055
27,3.10.5,hovmoller,giops_day,magwatervel,7.7803
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.7135
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.8495
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.0455
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,18.2059
32,3.10.5,area,giops_day,votemper,4.3058
33,3.10.5,area,giops_day,vosaline,4.1107
34,3.10.5,area,giops_day,sspeed,4.0653
35,3.10.5,area,giops_day,magwatervel,4.3281
37,3.10.5,area,riops_fc_3dps,votemper,8.608
38,3.10.5,area,riops_fc_3dps,vosaline,8.0567
39,3.10.5,area,riops_fc_3dps,sspeed,9.0969
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5787
41,3.10.5,subset,giops_day,votemper,0.7348
42,3.10.5,subset,riops_fc_3dps,votemper,2.007
0,3.10.5,profile,giops_day,votemper,1.6064
1,3.10.5,profile,giops_day,vosaline,1.7815
2,3.10.5,profile,giops_day,sspeed,1.698
3,3.10.5,profile,giops_day,magwatervel,1.9508
4,3.10.5,profile,riops_fc_3dps,votemper,2.5519
5,3.10.5,profile,riops_fc_3dps,vosaline,2.3753
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1811
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.2778
8,3.10.5,virtual mooring,giops_day,votemper,1.6465
9,3.10.5,virtual mooring,giops_day,vosaline,1.6455
10,3.10.5,virtual mooring,giops_day,sspeed,2.1379
11,3.10.5,virtual mooring,giops_day,magwatervel,3.038
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.8261
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.1552
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.0802
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.2298
16,3.10.5,transect,giops_day,votemper,9.5037
17,3.10.5,transect,giops_day,vosaline,8.5287
18,3.10.5,transect,giops_day,sspeed,8.6251
19,3.10.5,transect,giops_day,magwatervel,8.5788
20,3.10.5,transect,riops_fc_3dps,votemper,10.3392
21,3.10.5,transect,riops_fc_3dps,vosaline,10.0293
22,3.10.5,transect,riops_fc_3dps,sspeed,11.1459
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.8757
24,3.10.5,hovmoller,giops_day,votemper,6.3056
25,3.10.5,hovmoller,giops_day,vosaline,6.2913
26,3.10.5,hovmoller,giops_day,sspeed,6.927
27,3.10.5,hovmoller,giops_day,magwatervel,7.2351
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.111
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.3723
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.3028
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.4976
32,3.10.5,area,giops_day,votemper,4.2187
33,3.10.5,area,giops_day,vosaline,4.0269
34,3.10.5,area,giops_day,sspeed,4.211
35,3.10.5,area,giops_day,magwatervel,4.2795
37,3.10.5,area,riops_fc_3dps,votemper,9.1882
38,3.10.5,area,riops_fc_3dps,vosaline,8.072
39,3.10.5,area,riops_fc_3dps,sspeed,9.2171
40,3.10.5,area,riops_fc_3dps,magwatervel,7.8678
41,3.10.5,subset,giops_day,votemper,0.8594
42,3.10.5,subset,riops_fc_3dps,votemper,2.0393
0,3.10.5,profile,giops_day,votemper,1.6852
1,3.10.5,profile,giops_day,vosaline,1.9761
2,3.10.5,profile,giops_day,sspeed,1.8399
3,3.10.5,profile,giops_day,magwatervel,1.9774
4,3.10.5,profile,riops_fc_3dps,votemper,2.6889
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4981
6,3.10.5,profile,riops_fc_3dps,sspeed,3.232
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.5165
8,3.10.5,virtual mooring,giops_day,votemper,1.5629
9,3.10.5,virtual mooring,giops_day,vosaline,1.5713
10,3.10.5,virtual mooring,giops_day,sspeed,2.1276
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0759
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.5434
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.4122
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.0496
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.0165
16,3.10.5,transect,giops_day,votemper,9.2806
17,3.10.5,transect,giops_day,vosaline,8.3384
18,3.10.5,transect,giops_day,sspeed,8.6286
19,3.10.5,transect,giops_day,magwatervel,8.5536
20,3.10.5,transect,riops_fc_3dps,votemper,9.9052
21,3.10.5,transect,riops_fc_3dps,vosaline,9.6834
22,3.10.5,transect,riops_fc_3dps,sspeed,11.5301
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.6203
24,3.10.5,hovmoller,giops_day,votemper,6.5884
25,3.10.5,hovmoller,giops_day,vosaline,6.2705
26,3.10.5,hovmoller,giops_day,sspeed,7.4316
27,3.10.5,hovmoller,giops_day,magwatervel,7.4694
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.96
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,11.2114
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.4487
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,17.2671
32,3.10.5,area,giops_day,votemper,4.3038
33,3.10.5,area,giops_day,vosaline,4.0687
34,3.10.5,area,giops_day,sspeed,4.5442
35,3.10.5,area,giops_day,magwatervel,4.0404
37,3.10.5,area,riops_fc_3dps,votemper,8.1619
38,3.10.5,area,riops_fc_3dps,vosaline,8.0915
39,3.10.5,area,riops_fc_3dps,sspeed,9.0558
40,3.10.5,area,riops_fc_3dps,magwatervel,8.2145
41,3.10.5,subset,giops_day,votemper,0.8037
42,3.10.5,subset,riops_fc_3dps,votemper,2.104
0,3.10.5,profile,giops_day,votemper,1.6414
1,3.10.5,profile,giops_day,vosaline,1.6654
2,3.10.5,profile,giops_day,sspeed,1.8558
3,3.10.5,profile,giops_day,magwatervel,1.9342
4,3.10.5,profile,riops_fc_3dps,votemper,2.6698
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5871
6,3.10.5,profile,riops_fc_3dps,sspeed,3.2574
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.6729
8,3.10.5,virtual mooring,giops_day,votemper,1.7044
9,3.10.5,virtual mooring,giops_day,vosaline,1.6779
10,3.10.5,virtual mooring,giops_day,sspeed,2.2727
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0786
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.8243
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.0381
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.568
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,12.0874
16,3.10.5,transect,giops_day,votemper,9.5469
17,3.10.5,transect,giops_day,vosaline,8.7607
18,3.10.5,transect,giops_day,sspeed,8.834
19,3.10.5,transect,giops_day,magwatervel,8.6633
20,3.10.5,transect,riops_fc_3dps,votemper,9.881
21,3.10.5,transect,riops_fc_3dps,vosaline,9.8871
22,3.10.5,transect,riops_fc_3dps,sspeed,11.23
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.8737
24,3.10.5,hovmoller,giops_day,votemper,6.5618
25,3.10.5,hovmoller,giops_day,vosaline,6.533
26,3.10.5,hovmoller,giops_day,sspeed,6.854
27,3.10.5,hovmoller,giops_day,magwatervel,8.0246
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.3623
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.4561
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.7321
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.1593
32,3.10.5,area,giops_day,votemper,4.3601
33,3.10.5,area,giops_day,vosaline,4.2047
34,3.10.5,area,giops_day,sspeed,4.2271
35,3.10.5,area,giops_day,magwatervel,4.0668
37,3.10.5,area,riops_fc_3dps,votemper,8.0157
38,3.10.5,area,riops_fc_3dps,vosaline,7.831
39,3.10.5,area,riops_fc_3dps,sspeed,8.3342
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5615
41,3.10.5,subset,giops_day,votemper,0.8248
42,3.10.5,subset,riops_fc_3dps,votemper,2.0391
0,3.10.5,profile,giops_day,votemper,1.6006
1,3.10.5,profile,giops_day,vosaline,2.025
2,3.10.5,profile,giops_day,sspeed,1.7622
3,3.10.5,profile,giops_day,magwatervel,1.9012
4,3.10.5,profile,riops_fc_3dps,votemper,2.4771
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4531
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1592
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.3513
8,3.10.5,virtual mooring,giops_day,votemper,1.8903
9,3.10.5,virtual mooring,giops_day,vosaline,1.6099
10,3.10.5,virtual mooring,giops_day,sspeed,2.2736
11,3.10.5,virtual mooring,giops_day,magwatervel,2.933
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.7571
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.6337
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.0574
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.2791
16,3.10.5,transect,giops_day,votemper,8.6039
17,3.10.5,transect,giops_day,vosaline,8.4439
18,3.10.5,transect,giops_day,sspeed,9.4528
19,3.10.5,transect,giops_day,magwatervel,8.9435
20,3.10.5,transect,riops_fc_3dps,votemper,10.1704
21,3.10.5,transect,riops_fc_3dps,vosaline,10.7501
22,3.10.5,transect,riops_fc_3dps,sspeed,12.2656
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.9417
24,3.10.5,hovmoller,giops_day,votemper,6.3619
25,3.10.5,hovmoller,giops_day,vosaline,6.3548
26,3.10.5,hovmoller,giops_day,sspeed,6.7956
27,3.10.5,hovmoller,giops_day,magwatervel,7.3116
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.9028
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,11.2601
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.7786
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.904
32,3.10.5,area,giops_day,votemper,4.5696
33,3.10.5,area,giops_day,vosaline,4.2755
34,3.10.5,area,giops_day,sspeed,4.4648
35,3.10.5,area,giops_day,magwatervel,4.1089
37,3.10.5,area,riops_fc_3dps,votemper,8.5054
38,3.10.5,area,riops_fc_3dps,vosaline,8.1301
39,3.10.5,area,riops_fc_3dps,sspeed,8.551
40,3.10.5,area,riops_fc_3dps,magwatervel,8.2348
41,3.10.5,subset,giops_day,votemper,0.8388
42,3.10.5,subset,riops_fc_3dps,votemper,1.8584
0,3.10.5,profile,giops_day,votemper,1.8114
1,3.10.5,profile,giops_day,vosaline,1.7191
2,3.10.5,profile,giops_day,sspeed,1.7669
3,3.10.5,profile,giops_day,magwatervel,2.3977
4,3.10.5,profile,riops_fc_3dps,votemper,2.5942
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4803
6,3.10.5,profile,riops_fc_3dps,sspeed,3.151
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.3853
8,3.10.5,virtual mooring,giops_day,votemper,1.6394
9,3.10.5,virtual mooring,giops_day,vosaline,1.9735
10,3.10.5,virtual mooring,giops_day,sspeed,2.3589
11,3.10.5,virtual mooring,giops_day,magwatervel,3.4751
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.7013
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.4353
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,10.0825
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,11.5387
16,3.10.5,transect,giops_day,votemper,8.9674
17,3.10.5,transect,giops_day,vosaline,8.2654
18,3.10.5,transect,giops_day,sspeed,8.5824
19,3.10.5,transect,giops_day,magwatervel,8.8883
20,3.10.5,transect,riops_fc_3dps,votemper,10.0825
21,3.10.5,transect,riops_fc_3dps,vosaline,10.4688
22,3.10.5,transect,riops_fc_3dps,sspeed,11.8407
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.6688
24,3.10.5,hovmoller,giops_day,votemper,6.6338
25,3.10.5,hovmoller,giops_day,vosaline,6.4344
26,3.10.5,hovmoller,giops_day,sspeed,7.2481
27,3.10.5,hovmoller,giops_day,magwatervel,7.2025
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.6762
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.1243
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.7471
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,19.023
32,3.10.5,area,giops_day,votemper,4.385
33,3.10.5,area,giops_day,vosaline,4.1954
34,3.10.5,area,giops_day,sspeed,4.319
35,3.10.5,area,giops_day,magwatervel,4.2365
37,3.10.5,area,riops_fc_3dps,votemper,8.2631
38,3.10.5,area,riops_fc_3dps,vosaline,8.0617
39,3.10.5,area,riops_fc_3dps,sspeed,8.6619
40,3.10.5,area,riops_fc_3dps,magwatervel,8.2208
41,3.10.5,subset,giops_day,votemper,0.8107
42,3.10.5,subset,riops_fc_3dps,votemper,1.9005
0,3.10.5,profile,giops_day,votemper,1.6645
1,3.10.5,profile,giops_day,vosaline,1.6986
2,3.10.5,profile,giops_day,sspeed,1.818
3,3.10.5,profile,giops_day,magwatervel,1.9493
4,3.10.5,profile,riops_fc_3dps,votemper,2.6035
5,3.10.5,profile,riops_fc_3dps,vosaline,2.393
6,3.10.5,profile,riops_fc_3dps,sspeed,3.2228
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.7817
8,3.10.5,virtual mooring,giops_day,votemper,1.6783
9,3.10.5,virtual mooring,giops_day,vosaline,1.5891
10,3.10.5,virtual mooring,giops_day,sspeed,2.5769
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1309
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.9464
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.4099
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,7.944
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.1531
16,3.10.5,transect,giops_day,votemper,8.5376
17,3.10.5,transect,giops_day,vosaline,8.4535
18,3.10.5,transect,giops_day,sspeed,8.6018
19,3.10.5,transect,giops_day,magwatervel,9.6033
20,3.10.5,transect,riops_fc_3dps,votemper,10.5602
21,3.10.5,transect,riops_fc_3dps,vosaline,10.3093
22,3.10.5,transect,riops_fc_3dps,sspeed,12.1074
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.7502
24,3.10.5,hovmoller,giops_day,votemper,6.4082
25,3.10.5,hovmoller,giops_day,vosaline,6.4102
26,3.10.5,hovmoller,giops_day,sspeed,6.8459
27,3.10.5,hovmoller,giops_day,magwatervel,7.4082
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.8567
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.9868
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.4378
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.2803
32,3.10.5,area,giops_day,votemper,4.2881
33,3.10.5,area,giops_day,vosaline,4.4324
34,3.10.5,area,giops_day,sspeed,4.3239
35,3.10.5,area,giops_day,magwatervel,4.1454
37,3.10.5,area,riops_fc_3dps,votemper,7.9326
38,3.10.5,area,riops_fc_3dps,vosaline,7.9149
39,3.10.5,area,riops_fc_3dps,sspeed,8.5354
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5025
41,3.10.5,subset,giops_day,votemper,0.8004
42,3.10.5,subset,riops_fc_3dps,votemper,2.0454
0,3.10.5,profile,giops_day,votemper,1.6344
1,3.10.5,profile,giops_day,vosaline,1.7858
2,3.10.5,profile,giops_day,sspeed,1.7397
3,3.10.5,profile,giops_day,magwatervel,1.9262
4,3.10.5,profile,riops_fc_3dps,votemper,2.7487
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5081
6,3.10.5,profile,riops_fc_3dps,sspeed,3.4482
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.5868
8,3.10.5,virtual mooring,giops_day,votemper,1.7041
9,3.10.5,virtual mooring,giops_day,vosaline,1.6194
10,3.10.5,virtual mooring,giops_day,sspeed,2.0899
11,3.10.5,virtual mooring,giops_day,magwatervel,2.9705
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.9666
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.1702
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,7.6691
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,11.8557
16,3.10.5,transect,giops_day,votemper,8.487
17,3.10.5,transect,giops_day,vosaline,8.4095
18,3.10.5,transect,giops_day,sspeed,8.3851
19,3.10.5,transect,giops_day,magwatervel,8.4678
20,3.10.5,transect,riops_fc_3dps,votemper,9.6126
21,3.10.5,transect,riops_fc_3dps,vosaline,10.4998
22,3.10.5,transect,riops_fc_3dps,sspeed,11.2547
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.2503
24,3.10.5,hovmoller,giops_day,votemper,6.6788
25,3.10.5,hovmoller,giops_day,vosaline,6.2278
26,3.10.5,hovmoller,giops_day,sspeed,7.4634
27,3.10.5,hovmoller,giops_day,magwatervel,7.6088
28,3.10.5,hovmoller,riops_fc_3dps,votemper,9.6664
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.5608
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.5888
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.2953
32,3.10.5,area,giops_day,votemper,4.3876
33,3.10.5,area,giops_day,vosaline,4.9026
34,3.10.5,area,giops_day,sspeed,4.1659
35,3.10.5,area,giops_day,magwatervel,4.0384
37,3.10.5,area,riops_fc_3dps,votemper,7.9119
38,3.10.5,area,riops_fc_3dps,vosaline,8.052
39,3.10.5,area,riops_fc_3dps,sspeed,8.7992
40,3.10.5,area,riops_fc_3dps,magwatervel,7.7846
41,3.10.5,subset,giops_day,votemper,0.8414
42,3.10.5,subset,riops_fc_3dps,votemper,2.0451
0,3.10.5,profile,giops_day,votemper,1.6379
1,3.10.5,profile,giops_day,vosaline,1.6295
2,3.10.5,profile,giops_day,sspeed,1.7891
3,3.10.5,profile,giops_day,magwatervel,1.8052
4,3.10.5,profile,riops_fc_3dps,votemper,2.4761
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5028
6,3.10.5,profile,riops_fc_3dps,sspeed,3.3146
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.8356
8,3.10.5,virtual mooring,giops_day,votemper,1.7155
9,3.10.5,virtual mooring,giops_day,vosaline,1.6579
10,3.10.5,virtual mooring,giops_day,sspeed,2.3598
11,3.10.5,virtual mooring,giops_day,magwatervel,3.115
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.8927
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.1642
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.4624
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.558
16,3.10.5,transect,giops_day,votemper,9.059
17,3.10.5,transect,giops_day,vosaline,8.9156
18,3.10.5,transect,giops_day,sspeed,8.8902
19,3.10.5,transect,giops_day,magwatervel,8.5203
20,3.10.5,transect,riops_fc_3dps,votemper,9.8731
21,3.10.5,transect,riops_fc_3dps,vosaline,9.6885
22,3.10.5,transect,riops_fc_3dps,sspeed,11.3422
23,3.10.5,transect,riops_fc_3dps,magwatervel,12.1633
24,3.10.5,hovmoller,giops_day,votemper,6.6874
25,3.10.5,hovmoller,giops_day,vosaline,6.3497
26,3.10.5,hovmoller,giops_day,sspeed,6.9828
27,3.10.5,hovmoller,giops_day,magwatervel,7.4697
28,3.10.5,hovmoller,riops_fc_3dps,votemper,11.4372
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.0785
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,15.4285
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,17.8329
32,3.10.5,area,giops_day,votemper,4.436
33,3.10.5,area,giops_day,vosaline,4.1401
34,3.10.5,area,giops_day,sspeed,4.5956
35,3.10.5,area,giops_day,magwatervel,4.4218
37,3.10.5,area,riops_fc_3dps,votemper,8.7336
38,3.10.5,area,riops_fc_3dps,vosaline,8.2015
39,3.10.5,area,riops_fc_3dps,sspeed,9.1639
40,3.10.5,area,riops_fc_3dps,magwatervel,7.7683
41,3.10.5,subset,giops_day,votemper,0.7414
42,3.10.5,subset,riops_fc_3dps,votemper,2.1098
0,3.10.5,profile,giops_day,votemper,1.5657
1,3.10.5,profile,giops_day,vosaline,1.6155
2,3.10.5,profile,giops_day,sspeed,1.8311
3,3.10.5,profile,giops_day,magwatervel,1.9824
4,3.10.5,profile,riops_fc_3dps,votemper,2.5465
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4965
6,3.10.5,profile,riops_fc_3dps,sspeed,3.2127
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.39
8,3.10.5,virtual mooring,giops_day,votemper,1.6125
9,3.10.5,virtual mooring,giops_day,vosaline,1.5642
10,3.10.5,virtual mooring,giops_day,sspeed,2.2119
